,age,handle,revenue,betcount,race_month_2018-01-01,race_month_2018-02-01,race_month_2018-03-01,race_month_2018-04-01,race_month_2018-05-01,address_CA,address_FL,address_KY,address_NY,gender_Female,gender_Male,internet_/_shop_Desktop,internet_/_shop_Mobile,bet_type_category_Exotic,bet_type_category_WPS
9146,41,17.0,1.36,2.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9147,41,5.0,0.4,2.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9148,41,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9149,41,100.0,8.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9150,41,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9151,41,5.0,0.6,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9152,41,5.0,0.6,2.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9153,41,38.0,4.56,7.999999999999997,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9154,41,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9155,41,284.0,34.08,33.99999999999998,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
9156,41,25.0,2.0,4.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
9157,41,95.0,11.4,19.0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
9158,41,4.999999999999999,0.5999999999999999,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
9159,41,139.99999999999991,16.799999999999983,34.00000000000001,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
9160,41,30.0,3.6,8.0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
9161,41,20.0,2.4,3.9999999999999987,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
9162,41,24.0,2.88,8.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9163,41,90.0,7.2,20.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9164,41,8.0,0.96,4.0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
9165,41,73.0,5.84,7.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9166,41,5.0,0.4,1.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
9167,41,2.0,0.24,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9168,41,2.0,0.16,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
9169,41,6.0,0.72,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9170,41,2.0,0.16,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9171,41,132.0,15.84,15.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9172,41,1083.0,86.64,38.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9173,41,456.0,54.72,17.0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
9174,41,178.0,14.24,19.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9175,41,41.99999999999999,5.039999999999998,5.999999999999997,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9176,41,34.0,2.72,3.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
9177,41,20.0,2.4,1.0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
9178,41,576.0,69.12,19.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9179,41,308.0,24.64,23.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9180,41,130.0,15.6,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
9181,41,120.0,14.4,5.0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
9182,41,21.0,1.68,2.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
9183,41,55.0,4.4,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9184,41,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9185,41,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9186,41,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9187,41,100.0,8.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9188,41,106.0,8.48,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
9189,41,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9190,41,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9191,41,100.0,8.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9192,41,5.0,0.4,1.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9193,41,204.0,16.32,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9194,41,10.0,1.2,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
9195,41,10.0,0.8,1.0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
9196,41,6.0,0.72,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9197,41,220.0,17.6,5.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9198,41,3.0,0.24,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
9199,41,10.0,0.8,1.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
9200,41,30.0,2.4,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9201,41,5.0,0.6,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
9202,41,2.0,0.24,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9203,41,3.0,0.24,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9204,41,22.0,2.64,11.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9205,41,200.0,24.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9206,41,20.0,1.6,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9207,41,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9208,41,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9209,41,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9210,41,25.5,3.06,7.000000000000003,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9211,41,170.0,13.6,15.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9212,41,6.999999999999999,0.8399999999999999,2.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9213,41,5.0,0.4,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9214,41,11.0,0.88,2.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
9215,41,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9216,41,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9217,41,10.0,1.2,5.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9218,41,59.0,4.72,16.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9219,41,171.0,13.68,16.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9220,41,100.0,12.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9221,41,119.0,9.52,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9222,41,205.0,16.4,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9223,41,120.0,9.6,4.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9224,41,205.0,24.6,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9225,41,105.0,8.4,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9226,41,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9227,41,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9228,41,2.0,0.24,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9229,41,3.0,0.24,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9230,41,193.0,23.16,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9231,41,47.0,3.76,13.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9232,41,4.0,0.48,2.0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
9233,41,29.0,3.48,4.0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
9234,41,27.0,2.16,4.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9235,41,13.0,1.56,2.0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
9236,41,2.0,0.16,1.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
9237,41,22.0,2.64,4.0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9238,41,2.0,0.23999999999999996,0.9999999999999998,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
9239,41,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9240,41,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9241,41,115.0,13.8,5.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9242,41,230.0,18.4,3.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9243,42,7.0,0.56,2.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9244,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9245,42,19.0,2.28,4.999999999999999,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9246,42,215.0,17.2,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9247,42,205.0,16.4,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9248,42,10.0,0.8,2.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9249,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9250,42,25.0,3.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9251,42,162.0,12.96,7.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9252,42,127.0,15.24,3.0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
9253,42,336.0,26.88,15.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
9254,42,681.0,81.72,14.999999999999995,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
9255,42,355.0,28.4,11.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9256,42,412.0,49.44,10.0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
9257,42,1869.0,149.52,30.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
9258,42,59.0,7.08,5.000000000000002,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9259,42,215.0,17.2,6.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
9260,42,130.0,15.6,2.0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
9261,42,10.0,0.8,1.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
9262,42,281.0,33.72,20.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9263,42,211.0,16.88,9.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9264,42,211.0,25.32,6.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
9265,42,140.0,11.2,7.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
9266,42,20.0,2.4,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
9267,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9268,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9269,42,30.0,3.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9270,42,342.0,27.36,5.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9271,42,3.0,0.36,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9272,42,2.0,0.16,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9273,42,10.0,0.8,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
9274,42,5.0,0.6,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9275,42,15.0,1.2,2.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9276,42,77.0,9.24,5.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9277,42,30.0,2.4,3.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9278,42,195.99999999999991,23.51999999999999,87.99999999999994,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
9279,42,202.0,16.16,85.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
9280,42,5.0,0.6,2.0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
9281,42,2.0,0.16,1.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
9282,42,104.0,12.48,44.0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
9283,42,100.0,8.0,37.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
9284,42,33.0,3.96,12.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9285,42,74.0,5.92,11.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9286,42,4.0,0.32,2.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9287,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9288,42,6.0,0.72,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9289,42,314.0,25.12,13.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9290,42,205.0,16.4,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9291,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9292,42,200.0,24.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9293,42,3929.0,314.32,7.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9294,42,1220.0,97.6,1.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9295,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9296,42,60.0,4.8,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9297,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9298,42,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9299,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9300,42,5.0,0.6,0.9999999999999996,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9301,42,5.0,0.6,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9302,42,289.0,23.12,4.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9303,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9304,42,48.0,5.76,16.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9305,42,53.0,4.24,20.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9306,42,59.25000000000002,7.110000000000001,23.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9307,42,15.0,1.2,6.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9308,42,5.0,0.4,1.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9309,42,205.0,16.4,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9310,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9311,42,205.0,16.4,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9312,42,5.0,0.4,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9313,42,100.0,12.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9314,42,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9315,42,4.999999999999999,0.5999999999999999,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9316,42,149.0,17.88,32.99999999999999,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9317,42,63.0,5.04,13.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9318,42,27.0,3.24,9.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9319,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9320,42,105.0,8.4,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
9321,42,12.0,0.96,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9322,42,44.0,5.2799999999999985,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9323,42,240.0,19.2,9.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9324,42,77.0,9.24,5.0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
9325,42,84.99999999999999,10.199999999999998,11.999999999999995,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
9326,42,45.0,3.6,7.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9327,42,15.0,1.7999999999999998,1.0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
9328,42,50.0,6.0,4.0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9329,42,612.0,73.44,27.99999999999999,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
9330,42,59.99999999999999,7.1999999999999975,6.999999999999999,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9331,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9332,42,203.0,16.240000000000002,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9333,42,3.0,0.36,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9334,42,515.0,61.8,7.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9335,42,2922.0,233.76,31.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9336,42,70.0,8.4,1.0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
9337,42,1482.0,118.56,16.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9338,42,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9339,42,205.0,16.4,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9340,42,14.999999999999998,1.7999999999999998,2.0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9341,42,5.0,0.4,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
9342,42,100.0,8.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9343,42,8.0,0.96,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9344,42,88.0,7.04,13.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9345,42,13.0,1.56,2.0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
9346,42,72.0,5.76,11.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9347,42,36.0,2.88,6.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
9348,42,5.0,0.6,0.9999999999999998,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9349,42,61.0,4.88,11.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
9350,42,16.0,1.92,2.0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
9351,42,35.0,2.8000000000000003,5.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
9352,42,69.0,8.28,16.999999999999996,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9353,42,38.0,3.04,9.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9354,42,18.0,2.16,2.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
9355,42,33.0,2.64,4.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
9356,42,53.0,6.3599999999999985,20.0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
9357,42,5.0,0.4,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
9358,42,210.0,25.2,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9359,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9360,42,32.0,3.84,15.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9361,42,11.0,0.88,4.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9362,42,196.0,15.68,3.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9363,42,29.0,3.4799999999999995,3.9999999999999987,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9364,42,30.0,2.4,3.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9365,42,50.0,6.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
9366,42,2.0,0.24,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
9367,42,460.0,36.8,12.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
9368,42,5.0,0.6,1.0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
9369,42,24.0,1.92,6.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9370,42,24.0,1.92,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9371,42,426.0,34.08,10.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9372,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9373,42,38.000000000000014,4.560000000000001,6.000000000000003,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9374,42,615.0,49.2,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9375,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9376,42,60.0,4.8,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9377,42,115.0,13.8,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9378,42,100.0,8.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9379,42,69.0000000000001,8.28000000000001,5.000000000000003,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
9380,42,250.0,20.0,2.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9381,42,26.0,3.12,2.0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
9382,42,200.0,16.0,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
9383,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9384,42,5.0,0.6,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9385,42,205.0,16.4,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9386,42,5.0,0.6,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9387,42,27.0,2.16,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9388,42,25.0,2.0,2.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9389,42,9.000000000000004,1.0800000000000003,3.0000000000000018,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9390,42,5.0,0.4,2.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
9391,42,70.75,8.49,17.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9392,42,27.0,2.16,5.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9393,42,30.0,3.6,4.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
9394,42,60.0,4.8,8.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
9395,42,26.0,3.12,5.999999999999999,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
9396,42,24.0,1.92,3.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
9397,42,2.0,0.24,1.0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
9398,42,10.0,0.8,1.0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
9399,42,205.0,16.4,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9400,42,5.0,0.4,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9401,42,535.0,42.8,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9402,42,22.0,2.64,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9403,42,16.0,1.28,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
9404,42,140.0,11.2,5.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
9405,42,31.0,2.48,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
9406,42,20.0,2.4,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
9407,42,44.0,3.52,2.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
9408,42,6.0,0.72,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
9409,42,9.0,0.72,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
9410,42,10.0,0.8,4.0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
9411,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9412,42,5.0,0.6,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9413,42,15.0,1.7999999999999998,7.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9414,42,20.0,1.6,6.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
9415,42,15.0,1.7999999999999998,7.0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
9416,42,100.0,8.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9417,42,4.999999999999999,0.5999999999999999,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9418,42,205.0,16.4,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9419,42,2.0,0.24,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9420,42,33.0,2.64,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9421,42,5.0,0.6,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
9422,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9423,42,6.0,0.72,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9424,42,57.0,4.5600000000000005,12.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9425,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9426,42,4.0,0.32,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9427,42,10.0,0.8,5.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
9428,42,5.0,0.6,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
9429,42,5.0,0.6,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9430,42,17.0,1.36,5.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9431,42,5.0,0.4,2.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
9432,42,10.0,1.2,5.0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
9433,42,18.0,1.44,7.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
