age,handle,revenue,race_month_2018-01-01,race_month_2018-02-01,race_month_2018-03-01,race_month_2018-04-01,race_month_2018-05-01,address_CA,address_FL,address_KY,address_NY,gender_Female,gender_Male,internet_/_shop_Desktop,internet_/_shop_Mobile,bet_type_category_Exotic,bet_type_category_WPS
36,880.0,88.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
44,39.0,4.29,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
44,14.999999999999998,1.65,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
27,47.0,5.64,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
60,5.0,0.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
52,2.0,0.06,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
24,2.0,0.06,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
56,531.0,37.17,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
43,200.0,6.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
18,21.0,2.31,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
22,5.0,0.6,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
43,19.0,1.33,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
58,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
42,32.0,2.56,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
50,2.0,0.06,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
65,139.0,13.9,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
20,5.0,0.35000000000000003,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
55,233.0,16.310000000000002,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
59,42.0,2.9400000000000004,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
27,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
49,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
18,3.0,0.09,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
65,205.0,22.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
52,30.0,2.4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
25,2.0,0.06,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
43,57.0,3.99,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
41,21.0,2.31,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
54,22.0,0.6599999999999999,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
36,15.0,1.2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
27,3.0,0.09,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
55,104.0,8.32,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
23,8.0,0.64,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
51,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
37,7.0,0.56,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
57,12.0,0.96,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
39,12.0,0.96,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
51,10.0,0.7000000000000001,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
60,200.0,14.000000000000002,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
19,200.0,14.000000000000002,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
26,755.0,60.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
33,30.0,3.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
18,205.0,20.5,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
21,100.0,7.000000000000001,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
47,7.0,0.21,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
54,27.0,2.7,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
56,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
33,163.0,17.93,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
49,10.0,0.3,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
18,2.0,0.14,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
29,10.0,0.3,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
39,40.0,1.2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
49,86.0,6.88,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
24,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
45,10.0,0.3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
28,20.0,2.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
55,5.0,0.55,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
60,6.0,0.18,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
48,16.0,0.48,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
18,60.0,4.2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
26,60.0,1.7999999999999998,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
60,201.0,6.0299999999999985,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
28,20.0,2.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
29,4.0,0.32,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
52,25.0,0.75,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
29,30.0,3.6,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
56,40.0,1.2,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
31,8.0,0.96,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
55,153.0,16.830000000000002,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
37,66.0,5.28,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
59,30.0,2.1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
51,175.0,14.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
60,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
64,300.0,9.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
27,23.0,2.53,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
58,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
51,2.0,0.14,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
33,6.0,0.18,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
65,4.000000000000002,0.4800000000000002,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
34,2.0,0.16,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
58,195.0,5.85,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
32,200.0,14.000000000000002,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
57,8.0,0.24,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
25,44.0,3.52,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
44,105.0,7.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
36,40.0,4.4,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
55,211.0,14.77,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
35,210.0,6.3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
21,205.0,14.35,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
63,125.0,8.75,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
65,40.0,4.4,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
32,5.0,0.15,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
62,75.0,8.25,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
19,114.0,3.42,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
18,205.0,6.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
31,2.0,0.14,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
39,17.0,0.51,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
65,5.0,0.15,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
25,63.00000000000002,6.9300000000000015,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
47,4.0,0.28,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
40,99.0,10.89,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
52,25.0,0.75,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
23,215.0,15.05,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
20,41.0,3.28,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
59,15.0,0.45,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
62,2.0,0.22,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
18,56.0,6.16,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
18,264.0,7.92,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
44,1455.0,101.85,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
49,20.5,0.615,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
23,2.0,0.06,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
48,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
55,10.0,0.3,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
46,70.0,7.7,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
52,67.0,2.01,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
42,142.0,4.26,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
62,4.0,0.12,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
46,1091.0,76.37,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
20,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
43,325.0,9.75,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
29,110.99999999999996,3.3299999999999987,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
35,343.0,10.29,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
45,10.0,0.7000000000000001,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
34,417.0,12.51,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
25,195.0,15.6,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
46,450.0,13.5,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
60,5.0,0.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
52,75.0,9.0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
31,5.0,0.6,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
52,100.0,3.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
32,195.0,15.6,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
27,10.0,0.3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
30,511.0,40.88,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
40,53.0,3.71,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
41,10.0,0.8,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
53,210.0,14.7,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
48,60.0,6.6,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
35,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
20,100.0,8.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
31,12.0,0.36,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
41,6.0,0.42,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
37,29.0,2.03,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
19,53.0,5.83,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
56,28.999999999999986,3.479999999999998,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
56,5.0,0.6,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
29,21.0,0.63,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
36,43.0,4.73,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
68,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
20,500.0,55.0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
64,218.0,15.260000000000002,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
26,100.0,12.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
57,52.0,4.16,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
38,30.0,2.1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
30,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
61,25.0,0.75,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
21,241.0,19.28,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
50,216.0,23.76,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
62,17.0,1.1900000000000002,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
40,3.9999999999999987,0.4799999999999999,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
59,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
37,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
21,33.0,3.96,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
36,1631.0,114.17000000000002,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
29,1766.0,52.98,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
33,8.0,0.96,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
25,5.0,0.55,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
37,67.0,4.69,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
36,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
18,6.999999999999992,0.20999999999999974,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
43,110.0,3.3,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
43,17.999999999999996,2.16,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
31,40.0,4.4,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
40,6.0,0.66,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
33,205.0,6.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
41,135.0,9.45,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
47,20.0,1.4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
28,24.0,1.92,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
35,128.0,3.84,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
61,97.0,6.790000000000001,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
25,615.0,18.45,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
39,162.0,19.44,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
48,158.0,15.8,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
24,205.0,16.4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
29,106.0,3.18,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
33,5.0,0.15,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
50,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
61,46.0,3.22,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
29,27.0,1.89,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
39,13.0,1.56,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
24,201.0,16.080000000000002,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
60,105.0,7.35,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
33,20.0,0.6,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
23,110.0,13.2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
43,5.0,0.15,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
49,2.0,0.22,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
47,1944.0,136.08,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
51,100.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
51,20.0,0.6,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
23,56.0,3.92,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
27,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
24,10.0,0.8,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
29,35.0,4.2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
60,98.0,11.759999999999998,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
27,30.0,0.8999999999999999,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
61,2.0,0.2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
20,40.0,4.8,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
30,124.0,8.680000000000001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
18,26.0,3.12,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
65,255.0,17.85,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
65,14.000000000000005,1.6800000000000006,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
49,50.0,4.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
20,7.0,0.84,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
20,4.0,0.44,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
46,86.99999999999996,9.569999999999997,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
48,4.0,0.12,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
18,130.0,10.4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
49,38.0,1.14,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
50,25.0,3.0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
26,20.0,2.2,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
37,5.0,0.6,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
25,345.0,24.15,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
24,15.0,1.7999999999999998,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
46,13.0,0.39,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
48,23.0,1.61,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
60,30.0,3.3,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
58,5.0,0.55,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
25,36.0,4.32,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
22,200.0,16.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
18,29.0,3.48,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
47,205.0,6.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
29,10.0,0.3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
39,105.0,3.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
49,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
47,23.0,0.69,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
28,10.0,1.1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
33,2.0,0.22,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
41,52.99999999999999,1.5899999999999994,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
29,2.0,0.14,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
53,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
26,205.0,20.5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
40,18.0,1.98,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
18,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
23,87.0,10.44,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
60,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
57,60.0,1.7999999999999998,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
33,41.0,2.87,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
47,25.0,1.7500000000000002,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
49,180.00000000000009,21.600000000000005,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
32,3.0,0.33,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
27,15.0,0.45,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
29,15.0,1.2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
38,367.0,29.36,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
61,35.0,4.2,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
20,9.0,0.27,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
53,11.0,1.21,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
54,230.0,16.1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
24,5.0,0.55,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
50,5.0,0.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
62,50.0,5.5,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
21,86.0,6.0200000000000005,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
38,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
27,5.0,0.6,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
53,5.0,0.4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
26,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
32,25.0,2.75,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
18,18.0,1.98,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
55,65.0,1.95,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
42,2.0,0.22,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
65,5.0,0.6,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
21,10.0,1.1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
26,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
24,9.0,0.99,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
26,200.0,24.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
30,4.0,0.28,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
30,21.0,1.4700000000000002,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
54,30.0,0.8999999999999999,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
25,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
31,10.0,0.3,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
61,392.0,27.44,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
40,18.0,1.2600000000000002,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
48,205.0,6.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
53,45.0,3.6,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
37,10.0,1.1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
20,3.0,0.30000000000000004,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
60,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
31,141.0,4.23,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
39,145.0,15.95,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
46,205.0,14.35,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
42,11.0,1.21,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
42,4.999999999999999,0.5999999999999999,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
22,51.0,1.53,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
42,5.0,0.15,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
18,40.0,4.0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
38,5.0,0.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
31,490.0,34.300000000000004,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
53,201.0,20.1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
26,83.0,2.49,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
23,28.0,0.84,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
51,2.0,0.16,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
62,5.0,0.35000000000000003,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
20,220.0,22.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
51,10.0,0.3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
40,100.0,8.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
32,200.0,14.000000000000002,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
22,5.0,0.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
26,40.0,1.2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
53,24.0,1.6800000000000002,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
43,516.0,61.92,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
65,340.0,27.2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
19,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
41,20.0,2.4,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
37,175.0,19.25,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
27,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
46,351.0,24.570000000000004,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
20,818.0,65.44,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
57,222.0,15.54,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
24,3.0,0.24,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
21,74.0,8.879999999999997,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
31,25.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
59,200.0,6.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
24,3.9999999999999987,0.4399999999999999,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
43,100.0,7.000000000000001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
40,5.0,0.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
54,25.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
54,1052.0,73.64,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
62,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
29,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
30,3.0,0.09,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
57,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
18,20.0,2.4,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
54,5.0,0.55,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
22,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
55,5.0,0.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
53,5.0,0.55,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
39,10.0,1.1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
51,4.0,0.48,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
57,275.0,33.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
22,28.0,2.24,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
39,105.0,3.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
